"sp","quadrat","lx","ly","tag","stem","dbh.2018","codes.2018","status.2015","status.2016","status.2017","status.2018","new.status","codes.2013","dbh.2013","status..2017","dbh.if.dead","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","Old.comments","X2019.comments","cored","Date","surveyors"
"litu",1930,16.5,12.4,192555,1,324,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1930,10.5,14.9,192557,1,317,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1930,14.1,8.7,192558,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quve",1930,14.1,8.7,192558,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"qual",1930,8,10.2,192559,1,501,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1930,12.9,19.5,192560,1,952,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1931,19.6,0.2,192561,1,0,"DC","A","DC","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",1931,19.7,5.4,192562,1,504,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"fram",1931,17.6,6.6,192564,1,129,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1931,15.4,9.6,192568,1,130,"NULL","A","A","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1931,16.7,12,192569,1,132,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1931,16.4,16.3,192570,1,478,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1931,17.9,17.3,192574,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1931,17.9,17.3,192574,2,0,"DC",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"fram",1931,6.2,14.7,192575,1,402,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1931,3.2,16.9,192577,1,114,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,17.1,0.8,192578,1,0,"DS","A","A","A","AU","","","","","","","","","","","","","","","","","","gallery seen; DE too damaged to count; death soon:(","","","",""
"ceca",1932,14.4,1.1,192579,1,107,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1932,17.5,6.6,192580,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,18.1,7.4,192581,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1932,18.2,8,192582,1,0,"DN","A","DC","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,17.8,10.9,192583,1,0,"DS","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,16.4,9.7,192586,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"juni",1932,12.8,6.9,192588,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1932,13.6,10.2,192591,1,159,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,8.8,9.6,192592,1,0,"DC","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,9.5,12.3,192594,1,314,"DS","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1932,13.9,15.9,192595,1,331,"I","A","A","AU","AU","","","","","","","","","","","","","","","","","","main stem broken; galleries","","","",""
"litu",1932,13.4,19.6,192596,1,183,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1932,12.2,16.7,192597,1,648,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1932,9.7,18.9,192598,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1924,12,1,192600,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1925,15.8,18.2,192611,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"caca",1926,2.8,6.8,192615,1,100,"M",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"caovl",1926,1.4,4.9,192616,1,223,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1926,3.8,10,192617,1,61,"DS","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"saal",1926,4.3,7.3,192618,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1926,12.6,8.5,192619,1,817,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1926,6.1,19.8,192623,1,788,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1926,14.1,15.6,192625,1,214,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1926,14.1,15.6,192625,2,164,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1927,1.3,0.1,192635,1,245,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1927,8.9,2.5,192637,1,121,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1927,11.8,3.3,192638,1,183,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1927,10.9,5.5,192640,1,490,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1927,10.6,8.2,192641,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1927,7.2,1.8,192642,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1927,7.2,1.8,192642,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1927,0.4,8,192643,1,215,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1927,0.4,8,192643,2,0,"DC","A","A","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1927,4.2,10.8,192644,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1927,7.7,11.6,192645,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1927,8.6,13.1,192646,1,201,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1927,6.6,12.4,192648,1,258,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1927,3.7,13.9,192649,1,410,"DS","A","A","A","AU","","","","","","","","","","","","","","","","","","","","","",""
"fram",1927,3.7,13.9,192649,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1927,6.9,15.7,192652,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1928,4.3,2.6,192656,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1928,4.8,3.7,192657,1,550,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1928,8,10.7,192661,1,630,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1928,5.5,12.4,192663,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1928,4.5,6.1,192664,1,636,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1928,3,11.3,192666,1,0,"DC","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1928,11.2,12.7,192668,1,182,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1929,3.2,1.9,192669,1,205,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1929,3.2,1.9,192669,2,149,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1929,3.9,4,192670,1,678,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1929,8.1,0.4,192672,1,0,"DS","A","A","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1929,9.5,2.8,192674,1,482,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","leaning; partially UP","","","",""
"saal",1929,7.1,14.4,192677,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1929,1.9,16.3,192678,1,0,"DS","A","A","A","DC","","","","","","","","","","","","","","","","","","crushed by 182689","","","",""
"acru",1930,4.3,0.3,192679,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",1930,8.7,4.8,192680,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1930,6,5.6,192681,1,183,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1930,0.6,6.7,192682,1,280,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1930,6.5,8.1,192683,1,114,"DS","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"fagr",1930,7.3,18.1,192685,1,180,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1930,1,17.6,192686,1,488,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1930,2.7,19.3,192687,1,518,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1931,1.7,0.4,192688,1,540,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quru",1931,3.5,2.1,192689,1,103,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cagl",1931,9.6,3.4,192690,1,349,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1931,9.6,3.4,192690,2,225,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1931,9.6,3.4,192690,3,106,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1931,8,7.6,192691,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1931,1.7,8.5,192692,1,479,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","tag missing","","","",""
"unk",1931,0.1,5.6,192694,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",1931,0.7,11.4,192696,1,622,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,0.7,1.1,192697,1,409,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"rops",1932,1.9,2.2,192698,1,322,"I","A","A","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1932,3.7,1.4,192700,1,273,"A","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,3.3,3.2,192701,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,2.6,3.5,192702,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,1.5,3.4,192703,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,4.8,5.5,192704,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"fram",1932,2.1,5.1,192707,1,249,"NULL","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1932,4.6,9.4,192710,1,104,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"ceca",1932,4,11.4,192713,1,109,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"unk",1932,6,12,192714,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"unk",1932,6,12,192714,2,0,"DS",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"litu",1932,1.5,18.3,192718,1,759,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1932,1.5,18.3,192718,2,0,"DN",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cagl",1924,10.2,0.8,192720,1,305,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ulru",2001,2.8,2.4,200001,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",2001,2.8,2.4,200001,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",2001,7.1,0.4,200003,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",2001,7.1,0.4,200003,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulru",2001,7.1,0.4,200003,3,0,"DC",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"ulru",2001,7.1,0.4,200003,4,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ulam",2001,6.1,7,200033,1,0,"DS","A","A","AU","DS","","","","","","","","","","","","","","","","","","","","","",""
"ulam",2001,6.1,7,200033,2,0,"DC",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"litu",2001,3.6,9.6,200038,1,982,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2001,3.6,9.6,200038,2,871,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2001,3.6,9.6,200038,3,29,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"litu",2001,3.6,9.6,200038,4,20,"S",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"fram",2001,0.8,10,200040,1,74,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"juni",2001,16.6,17,200108,1,171,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"juni",2001,18.1,14.8,200135,1,351,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,1.3,3.5,200142,1,614,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,6.9,4,200151,1,688,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,2.8,14.6,200168,1,437,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,7.9,18.2,200188,1,0,"DS","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,11,14.3,200189,1,572,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,12.3,14.9,200190,1,680,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",2002,18.5,18.7,200198,1,635,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",2001,16.3,6.2,200253,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ceca",2001,16.3,6.2,200253,2,52,"M",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"fram",2001,18.6,8.6,200280,1,184,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","liana, old Break @ ~6m","","","",""
"fram",2001,14.9,9.8,200289,1,73,"J","A","A","A","A","","","","","","","","","","","","","","","","","","x = 17.7","","","",""
"fram",2002,15.1,2.6,200307,1,129,"M","A","A","AU","A","","","","","","","","","","","","","","","","","","heavy liana load","","","",""
"fram",2002,15.1,2.6,200307,2,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"saal",2002,11.1,6.4,200317,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"ploc",2002,14.4,10.8,200347,1,524,"I;M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
